// Old Card Album Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

3,4001,7
3,4002,7
3,4003,6
3,4004,7
3,4005,1
3,4006,7
3,4007,4
3,4008,7
3,4009,7
3,4010,7
3,4011,7
3,4012,5
3,4013,5
3,4014,5
3,4015,5
3,4016,5
3,4017,5
3,4019,5
3,4020,5
3,4021,5
3,4022,5
3,4023,5
3,4024,5
3,4025,5
3,4026,3
3,4027,3
3,4028,3
3,4029,3
3,4030,3
3,4031,3
3,4032,3
3,4033,3
3,4034,3
3,4035,3
3,4036,3
3,4037,3
3,4038,3
3,4039,3
3,4040,3
3,4041,3
3,4042,3
3,4043,3
3,4044,3
3,4045,3
3,4046,3
3,4047,1
3,4048,3
3,4049,3
3,4050,3
3,4051,3
3,4052,3
3,4053,1
3,4054,1
3,4055,3
3,4056,3
3,4057,2
3,4058,2
3,4060,2
3,4061,2
3,4062,2
3,4063,2
3,4064,2
3,4065,2
3,4066,2
3,4067,2
3,4068,2
3,4069,2
3,4070,2
3,4071,2
3,4072,2
3,4073,2
3,4074,2
3,4075,2
3,4076,2
3,4077,2
3,4078,2
3,4079,2
3,4080,2
3,4081,2
3,4082,1
3,4083,1
3,4084,1
3,4085,1
3,4086,1
3,4087,1
3,4088,1
3,4089,1
3,4090,1
3,4091,1
3,4092,1
3,4093,1
3,4094,1
3,4095,1
3,4096,1
3,4097,1
3,4098,1
3,4099,1
3,4100,1
3,4101,1
3,4102,1
3,4103,1
3,4104,1
3,4105,1
3,4106,1
3,4107,1
3,4108,1
3,4109,1
3,4110,1
3,4111,1
3,4112,1
3,4113,1
3,4114,1
3,4115,1
3,4116,1
3,4117,1
3,4118,1
3,4119,1
3,4120,1
3,4122,1
3,4125,1
3,4127,1
3,4129,1
3,4133,1
3,4136,1
3,4139,1
3,4141,1
3,4149,1
3,4150,1
3,4151,1
3,4152,1
3,4153,1
3,4154,1
3,4156,1
3,4157,1
3,4158,1
3,4159,1
3,4160,1
3,4161,1
3,4162,1
3,4164,1
3,4165,1
3,4166,1
3,4167,1
3,4170,1
3,4172,1
3,4173,1
3,4175,1
3,4176,1
3,4177,1
3,4178,1
3,4180,1
3,4181,1
3,4182,1
3,4184,1
3,4185,1
3,4186,1
3,4187,1
3,4188,1
3,4189,1
3,4190,1
3,4191,1
3,4192,1
3,4193,1
3,4194,1
3,4195,1
3,4196,1
3,4199,1
3,4200,1
3,4201,1
3,4202,1
3,4204,1
3,4205,1
3,4206,1
3,4208,1
3,4209,1
3,4210,1
3,4212,1
3,4213,1
3,4214,1
3,4215,1
3,4216,1
3,4217,1
3,4218,1
3,4219,1
3,4220,1
3,4221,1
3,4222,1
3,4223,1
3,4224,1
3,4225,1
3,4226,1
3,4227,1
3,4228,1
3,4229,1
3,4230,1
3,4231,1
3,4232,1
3,4233,1
3,4234,1
3,4235,1
3,4237,1
3,4238,1
3,4239,1
3,4240,1
3,4242,1
3,4243,1
3,4244,1
3,4245,1
3,4246,1
3,4247,1
3,4248,1
3,4249,1
3,4251,1
3,4252,1
3,4253,1
3,4255,1
3,4256,1
3,4257,1
3,4258,1
3,4259,1
3,4260,1
3,4261,1
3,4262,1
3,4264,1
3,4265,1
3,4267,1
3,4268,1
3,4269,1
3,4270,1
3,4271,1
3,4272,1
3,4273,1
3,4274,1
3,4275,1
3,4277,1
3,4278,1
3,4279,1
3,4280,1
3,4281,1
3,4282,1
3,4283,1
3,4284,1
3,4285,1
3,4286,1
3,4287,1
3,4288,1
3,4289,1
3,4290,1
3,4292,1
3,4293,1
3,4294,1
3,4295,1
3,4296,1
3,4297,1
3,4298,1
3,4299,1
3,4300,1
3,4301,1
3,4304,1
3,4307,1
3,4308,1
3,4309,1
3,4310,1
3,4311,1
3,4312,1
3,4313,1
3,4314,1
3,4315,1
3,4316,1
3,4319,1
3,4321,1
3,4322,1
3,4323,1
3,4325,1
3,4326,1
3,4327,1
3,4328,1
3,4329,1
3,4331,1

//New cards
3,4332,1	//Waste Stove Card
3,4333,1	//Venomous Card
3,4334,1	//Noxious Card
3,4335,1	//Pitman Card
3,4336,1	//Ungoliant Card
3,4337,1	//Porcellio Card
3,4338,1	//Obsidian Card
3,4339,1	//Mineral Card
3,4340,1	//Teddy Bear Card
