// Gift Box Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

// GiftBox
4,501,1
4,502,1
4,503,1
4,504,1
4,505,1
4,506,1
4,526,1
4,529,1
4,530,1
4,537,1
4,538,1
4,539,1
4,603,1
4,617,1
4,644,19
4,706,1
4,714,1
4,718,1
4,719,1
4,720,1
4,721,1
4,722,1
4,723,1
4,724,1
4,725,1
4,726,1
4,727,1
4,728,1
4,729,1
4,730,1
4,731,1
4,732,1
4,733,1
4,734,1
4,735,1
4,736,1
4,737,1
4,738,1
4,739,1
4,740,1
4,741,1
4,742,1
4,743,1
4,744,1
4,745,1
4,746,1
4,747,1
4,748,1
4,749,1
4,750,1
4,751,1
4,752,1
4,753,1
4,754,1
4,756,5
4,757,2
4,969,1
4,975,1
4,976,1
4,978,1
4,979,1
4,980,1
4,981,1
4,982,1
4,983,1
4,984,2
4,985,1
4,994,1
4,995,1
4,996,1
4,997,1
4,999,1
4,1000,1
4,1558,1
4,4005,1
4,7034,1
// GiftBox_1
28,501,1
28,502,1
28,503,1
28,504,1
28,505,1
28,506,1
28,526,1
28,529,1
28,530,1
28,537,1
28,538,1
28,539,1
28,603,1
28,617,1
28,644,19
28,706,1
28,714,1
28,718,1
28,719,1
28,720,1
28,721,1
28,722,1
28,723,1
28,724,1
28,725,1
28,726,1
28,727,1
28,728,1
28,729,1
28,730,1
28,731,1
28,732,1
28,733,1
28,734,1
28,735,1
28,736,1
28,737,1
28,738,1
28,739,1
28,740,1
28,741,1
28,742,1
28,743,1
28,744,1
28,745,1
28,746,1
28,747,1
28,748,1
28,749,1
28,750,1
28,751,1
28,752,1
28,753,1
28,754,1
28,756,5
28,757,2
28,969,1
28,975,1
28,976,1
28,978,1
28,979,1
28,980,1
28,981,1
28,982,1
28,983,1
28,984,2
28,985,1
28,994,1
28,995,1
28,996,1
28,997,1
28,999,1
28,1000,1
28,1558,1
28,4005,1
28,7034,1
//GiftBox_2
29,501,1
29,502,1
29,503,1
29,504,1
29,505,1
29,506,1
29,526,1
29,529,1
29,530,1
29,537,1
29,538,1
29,539,1
29,603,1
29,617,1
29,644,19
29,706,1
29,714,1
29,718,1
29,719,1
29,720,1
29,721,1
29,722,1
29,723,1
29,724,1
29,725,1
29,726,1
29,727,1
29,728,1
29,729,1
29,730,1
29,731,1
29,732,1
29,733,1
29,734,1
29,735,1
29,736,1
29,737,1
29,738,1
29,739,1
29,740,1
29,741,1
29,742,1
29,743,1
29,744,1
29,745,1
29,746,1
29,747,1
29,748,1
29,749,1
29,750,1
29,751,1
29,752,1
29,753,1
29,754,1
29,756,5
29,757,2
29,969,1
29,975,1
29,976,1
29,978,1
29,979,1
29,980,1
29,981,1
29,982,1
29,983,1
29,984,2
29,985,1
29,994,1
29,995,1
29,996,1
29,997,1
29,999,1
29,1000,1
29,1558,1
29,4005,1
29,7034,1
// Gift_Box3
30,501,1
30,502,1
30,503,1
30,504,1
30,505,1
30,506,1
30,526,1
30,529,1
30,530,1
30,537,1
30,538,1
30,539,1
30,603,1
30,617,1
30,644,19
30,706,1
30,714,1
30,718,1
30,719,1
30,720,1
30,721,1
30,722,1
30,723,1
30,724,1
30,725,1
30,726,1
30,727,1
30,728,1
30,729,1
30,730,1
30,731,1
30,732,1
30,733,1
30,734,1
30,735,1
30,736,1
30,737,1
30,738,1
30,739,1
30,740,1
30,741,1
30,742,1
30,743,1
30,744,1
30,745,1
30,746,1
30,747,1
30,748,1
30,749,1
30,750,1
30,751,1
30,752,1
30,753,1
30,754,1
30,756,5
30,757,2
30,969,1
30,975,1
30,976,1
30,978,1
30,979,1
30,980,1
30,981,1
30,982,1
30,983,1
30,984,2
30,985,1
30,994,1
30,995,1
30,996,1
30,997,1
30,999,1
30,1000,1
30,1558,1
30,4005,1
30,7034,1
// GiftBox_4
31,501,1
31,502,1
31,503,1
31,504,1
31,505,1
31,506,1
31,526,1
31,529,1
31,530,1
31,537,1
31,538,1
31,539,1
31,603,1
31,617,1
31,644,19
31,706,1
31,714,1
31,718,1
31,719,1
31,720,1
31,721,1
31,722,1
31,723,1
31,724,1
31,725,1
31,726,1
31,727,1
31,728,1
31,729,1
31,730,1
31,731,1
31,732,1
31,733,1
31,734,1
31,735,1
31,736,1
31,737,1
31,738,1
31,739,1
31,740,1
31,741,1
31,742,1
31,743,1
31,744,1
31,745,1
31,746,1
31,747,1
31,748,1
31,749,1
31,750,1
31,751,1
31,752,1
31,753,1
31,754,1
31,756,5
31,757,2
31,969,1
31,975,1
31,976,1
31,978,1
31,979,1
31,980,1
31,981,1
31,982,1
31,983,1
31,984,2
31,985,1
31,994,1
31,995,1
31,996,1
31,997,1
31,999,1
31,1000,1
31,1558,1
31,4005,1
31,7034,1
// GiftBox_China
34,501,1
34,502,1
34,503,1
34,504,1
34,505,1
34,506,1
34,518,1
34,520,1
34,521,2
34,525,1
34,526,1
34,529,1
34,530,1
34,603,40
34,604,9
34,605,1
34,606,1
34,607,1
34,608,1
34,610,1
34,612,5
34,613,1
34,614,1
34,615,1
34,701,1
34,702,1
34,703,1
34,704,1
34,706,1
34,707,1
34,708,1
34,710,1
34,714,1
34,715,1
34,716,1
34,717,1
34,718,1
34,719,1
34,720,1
34,721,1
34,722,1
34,723,1
34,724,1
34,725,1
34,726,1
34,727,1
34,728,1
34,729,1
34,730,1
34,731,1
34,732,1
34,733,1
34,734,1
34,735,1
34,736,1
34,737,1
34,738,1
34,740,1
34,741,1
34,742,1
34,743,1
34,745,1
34,747,1
34,748,1
34,749,1
34,752,1
34,753,1
34,754,1
34,756,1
34,757,1
34,909,1
34,910,1
34,911,1
34,912,1
34,931,1
34,934,1
34,968,1
