// Old Violet Box Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

2,501,14
2,502,14
2,503,14
2,504,14
2,505,14
2,506,14
2,507,14
2,508,14
2,509,14
2,510,14
2,511,14
2,512,14
2,513,14
2,514,14
2,515,14
2,516,14
2,517,14
2,518,14
2,519,14
2,520,14
2,521,14
2,522,14
2,523,14
2,525,14
2,526,14
2,528,14
2,529,14
2,530,14
2,531,14
2,532,14
2,533,14
2,534,14
2,535,14
2,536,14
2,537,14
2,538,14
2,539,14
2,544,14
2,545,14
2,546,14
2,547,14
2,548,14
2,549,14
2,550,14
2,551,14
2,553,14
2,555,14
2,558,14
2,561,14
2,601,14
2,602,14
2,603,614
2,604,213
2,605,14
2,606,14
2,607,14
2,608,14
2,609,14
2,610,14
2,611,14
2,612,14
2,613,14
2,614,14
2,615,14
2,616,1
2,617,103
2,618,14
2,619,14
2,620,14
2,621,14
2,622,14
2,623,14
2,624,14
2,625,14
2,626,14
2,627,14
2,628,14
2,629,14
2,630,14
2,631,14
2,632,14
2,633,14
2,634,14
2,635,14
2,636,14
2,637,14
2,638,14
2,639,14
2,640,14
2,641,14
2,642,14
2,643,14
2,644,114
2,645,14
2,656,14
2,657,14
2,659,14
2,663,14
2,664,14
2,665,14
2,666,14
2,667,14
2,668,14
2,678,14
2,679,14
2,701,14
2,702,14
2,703,14
2,704,14
2,705,14
2,706,14
2,707,14
2,708,14
2,710,14
2,711,14
2,712,14
2,713,14
2,714,14
2,715,14
2,716,14
2,717,14
2,718,14
2,719,14
2,720,14
2,721,14
2,722,14
2,723,14
2,724,14
2,725,14
2,726,14
2,727,14
2,728,14
2,729,14
2,730,14
2,731,14
2,732,14
2,733,14
2,734,14
2,735,14
2,736,14
2,737,14
2,738,14
2,739,14
2,740,14
2,741,14
2,742,14
2,743,14
2,744,14
2,745,14
2,746,14
2,747,14
2,748,14
2,749,14
2,750,14
2,751,14
2,752,14
2,753,14
2,754,14
2,756,14
2,757,14
2,901,14
2,902,14
2,903,14
2,904,14
2,905,14
2,906,14
2,907,14
2,908,14
2,909,14
2,910,14
2,911,14
2,912,14
2,913,14
2,914,14
2,915,14
2,916,14
2,917,14
2,918,14
2,919,14
2,920,14
2,921,14
2,922,14
2,923,14
2,924,14
2,925,14
2,926,14
2,928,14
2,929,14
2,930,14
2,931,14
2,932,14
2,934,14
2,935,14
2,936,14
2,937,14
2,938,14
2,939,14
2,940,14
2,941,14
2,942,14
2,943,14
2,944,14
2,945,14
2,946,14
2,947,14
2,948,14
2,949,14
2,950,14
2,951,14
2,952,14
2,953,14
2,954,14
2,955,14
2,956,14
2,957,14
2,958,14
2,959,14
2,960,14
2,961,14
2,962,14
2,963,14
2,964,14
2,965,14
2,966,14
2,967,14
2,968,14
2,969,14
2,970,14
2,971,14
2,972,14
2,973,14
2,974,14
2,975,14
2,976,14
2,978,14
2,979,14
2,980,14
2,981,14
2,982,14
2,983,14
2,984,14
2,985,14
2,986,14
2,987,14
2,988,14
2,989,14
2,990,14
2,991,14
2,992,14
2,993,14
2,994,14
2,995,14
2,996,14
2,997,14
2,998,14
2,999,14
2,1000,14
2,1001,14
2,1002,14
2,1003,14
2,1004,14
2,1005,14
2,1006,14
2,1007,14
2,1008,14
2,1009,14
2,1010,14
2,1011,14
2,1012,14
2,1013,14
2,1014,14
2,1015,14
2,1016,14
2,1017,14
2,1018,14
2,1019,14
2,1020,14
2,1021,14
2,1022,14
2,1023,14
2,1024,14
2,1025,14
2,1026,14
2,1027,14
2,1028,14
2,1029,14
2,1030,14
2,1031,14
2,1032,14
2,1033,14
2,1034,14
2,1035,14
2,1036,14
2,1037,14
2,1038,14
2,1039,14
2,1040,14
2,1041,14
2,1042,14
2,1043,14
2,1044,14
2,1045,14
2,1046,14
2,1047,14
2,1048,14
2,1049,14
2,1050,14
2,1051,14
2,1052,14
2,1053,14
2,1054,14
2,1055,14
2,1056,14
2,1057,14
2,1058,14
2,1059,14
2,1060,14
2,1061,14
2,1062,14
2,1063,14
2,1064,14
2,1065,14
2,1066,14
2,1067,14
2,1068,14
2,1088,14
2,1089,14
2,1092,14
2,1093,14
2,1094,14
2,1095,14
2,1096,14
2,1097,14
2,1098,14
2,1099,14
2,1102,7
2,1105,7
2,1108,7
2,1111,7
2,1114,7
2,1117,7
2,1120,7
2,1124,7
2,1125,7
2,1127,7
2,1128,7
2,1129,7
2,1152,7
2,1155,7
2,1158,7
2,1162,7
2,1163,7
2,1202,7
2,1205,7
2,1208,7
2,1211,7
2,1214,7
2,1217,7
2,1220,7
2,1226,7
2,1243,7
2,1251,7
2,1253,7
2,1255,7
2,1256,7
2,1257,7
2,1258,7
2,1259,7
2,1302,7
2,1304,7
2,1352,7
2,1355,7
2,1358,7
2,1361,7
2,1402,7
2,1405,7
2,1408,7
2,1411,7
2,1452,7
2,1455,7
2,1458,7
2,1461,7
2,1464,7
2,1472,7
2,1502,7
2,1505,7
2,1508,7
2,1511,7
2,1514,7
2,1517,7
2,1520,7
2,1522,7
2,1550,7
2,1551,7
2,1552,7
2,1553,7
2,1554,7
2,1555,7
2,1556,7
2,1558,7
2,1602,7
2,1605,7
2,1608,7
2,1611,7
2,1613,7
2,1614,7
2,1615,7
2,1702,7
2,1705,7
2,1708,7
2,1711,7
2,1715,7
2,1716,7
2,1718,7
2,1750,14
2,1751,14
2,1752,14
2,1753,14
2,1754,14
2,1755,14
2,1756,14
2,1757,14
2,1758,14
2,1759,14
2,1760,14
2,1761,14
2,1762,14
2,1763,14
2,1764,14
2,1765,14
2,1767,14
2,1768,14
2,1769,14
2,1770,14
2,1802,7
2,1804,7
2,1806,7
2,1808,7
2,1810,7
2,1812,7
2,1902,7
2,1904,7
2,1906,7
2,1908,7
2,1910,7
2,1912,7
2,1951,7
2,1953,7
2,1955,7
2,1957,7
2,1959,7
2,1961,7
2,2102,7
2,2104,7
2,2106,7
2,2108,7
2,2109,7
2,2112,7
2,2201,7
2,2203,7
2,2205,7
2,2206,7
2,2207,7
2,2208,7
2,2209,7
2,2210,7
2,2211,7
2,2212,7
2,2213,7
2,2214,7
2,2215,7
2,2216,7
2,2217,7
2,2218,7
2,2220,7
2,2221,7
2,2222,7
2,2223,7
2,2224,7
2,2225,7
2,2226,7
2,2227,7
2,2228,7
2,2229,7
2,2230,7
2,2231,7
2,2232,7
2,2233,7
2,2234,1
2,2235,1
2,2236,7
2,2239,7
2,2241,7
2,2242,7
2,2243,7
2,2244,7
2,2245,7
2,2246,7
2,2247,7
2,2248,7
2,2249,1
2,2250,7
2,2251,7
2,2252,7
2,2253,7
2,2254,1
2,2255,1
2,2256,1
2,2257,7
2,2258,1
2,2259,7
2,2260,7
2,2261,7
2,2262,7
2,2263,7
2,2265,7
2,2266,7
2,2267,7
2,2268,7
2,2269,7
2,2270,7
2,2271,7
2,2274,1
2,2275,7
2,2276,7
2,2277,7
2,2278,7
