// Old Blue Box Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

1,501,12
1,502,12
1,503,12
1,504,12
1,505,12
1,506,12
1,507,12
1,508,12
1,509,12
1,510,12
1,511,12
1,512,12
1,513,12
1,514,12
1,515,12
1,516,12
1,517,12
1,518,12
1,519,12
1,520,12
1,521,12
1,522,12
1,523,12
1,525,12
1,526,12
1,528,12
1,529,12
1,530,12
1,531,12
1,532,12
1,533,12
1,534,12
1,535,12
1,536,12
1,537,12
1,538,12
1,539,12
1,544,12
1,545,12
1,546,12
1,547,12
1,548,12
1,549,12
1,550,12
1,551,12
1,553,12
1,555,12
1,558,12
1,561,12
1,601,12
1,602,12
1,603,1173
1,604,512
1,605,12
1,606,12
1,607,12
1,608,12
1,609,12
1,610,12
1,611,12
1,612,12
1,613,12
1,614,12
1,615,12
1,618,12
1,619,12
1,620,12
1,621,12
1,622,12
1,623,12
1,624,12
1,625,12
1,626,12
1,627,12
1,628,12
1,629,12
1,630,12
1,631,12
1,632,12
1,633,12
1,634,12
1,635,12
1,636,12
1,637,12
1,638,12
1,639,12
1,640,12
1,641,12
1,642,12
1,643,12
1,644,311
1,645,12
1,656,12
1,657,12
1,659,12
1,663,12
1,664,12
1,665,12
1,666,12
1,667,12
1,668,12
1,678,12
1,679,12
1,701,12
1,702,12
1,703,12
1,704,12
1,705,12
1,706,12
1,707,12
1,708,12
1,710,12
1,711,12
1,712,12
1,713,12
1,714,12
1,715,12
1,716,12
1,717,12
1,718,12
1,719,12
1,720,12
1,721,12
1,722,12
1,723,12
1,724,12
1,725,12
1,726,12
1,727,12
1,728,12
1,729,12
1,730,12
1,731,12
1,732,12
1,733,12
1,734,12
1,735,12
1,736,12
1,737,12
1,738,12
1,739,12
1,740,12
1,741,12
1,742,12
1,743,12
1,744,12
1,745,12
1,746,12
1,747,12
1,748,12
1,749,12
1,750,12
1,751,12
1,752,12
1,753,12
1,754,12
1,756,12
1,757,12
1,901,12
1,902,12
1,903,12
