// Taekwon Mission Summonable Monsters Database
//
// Structure of Database:
// MobRandomGroupID,MobID,DummyName,Rate

MOBG_Taekwon_Mission,0,Scorpion,1001
MOBG_Taekwon_Mission,1001,Scorpion,1
MOBG_Taekwon_Mission,1002,Poring,1
MOBG_Taekwon_Mission,1004,Hornet,1
MOBG_Taekwon_Mission,1005,Familiar,1
MOBG_Taekwon_Mission,1007,Fabre,1
MOBG_Taekwon_Mission,1008,Pupa,1
MOBG_Taekwon_Mission,1009,Condor,1
MOBG_Taekwon_Mission,1010,Willow,1
MOBG_Taekwon_Mission,1011,Chonchon,1
MOBG_Taekwon_Mission,1012,Roda Frog,1
MOBG_Taekwon_Mission,1013,Wolf,1
MOBG_Taekwon_Mission,1014,Spore,1
MOBG_Taekwon_Mission,1015,Zombie,1
MOBG_Taekwon_Mission,1016,Archer Skeleton,1
MOBG_Taekwon_Mission,1018,Creamy,1
MOBG_Taekwon_Mission,1019,Peco Peco,1
MOBG_Taekwon_Mission,1020,Mandragora,1
MOBG_Taekwon_Mission,1023,Orc Warrior,1
MOBG_Taekwon_Mission,1024,Wormtail,1
MOBG_Taekwon_Mission,1025,Snake,1
MOBG_Taekwon_Mission,1026,Munak,1
MOBG_Taekwon_Mission,1028,Soldier Skeleton,1
MOBG_Taekwon_Mission,1029,Isis,1
MOBG_Taekwon_Mission,1030,Anacondaq,1
MOBG_Taekwon_Mission,1031,Poporing,1
MOBG_Taekwon_Mission,1032,Verit,1
MOBG_Taekwon_Mission,1033,Elder Willow,1
MOBG_Taekwon_Mission,1034,Thara Frog,1
MOBG_Taekwon_Mission,1035,Hunter Fly,1
MOBG_Taekwon_Mission,1036,Ghoul,1
MOBG_Taekwon_Mission,1037,Side Winder,1
MOBG_Taekwon_Mission,1040,Golem,1
MOBG_Taekwon_Mission,1041,Mummy,1
MOBG_Taekwon_Mission,1042,Steel Chonchon,1
MOBG_Taekwon_Mission,1044,Obeaune,1
MOBG_Taekwon_Mission,1045,Marc,1
MOBG_Taekwon_Mission,1047,Peco Peco Egg,1
MOBG_Taekwon_Mission,1048,Thief Bug Egg,1
MOBG_Taekwon_Mission,1049,Picky,1
MOBG_Taekwon_Mission,1050,Picky,1
MOBG_Taekwon_Mission,1051,Thief Bug,1
MOBG_Taekwon_Mission,1052,Rocker,1
MOBG_Taekwon_Mission,1053,Thief Bug Female,1
MOBG_Taekwon_Mission,1054,Thief Bug Male,1
MOBG_Taekwon_Mission,1055,Muka,1
MOBG_Taekwon_Mission,1056,Smokie,1
MOBG_Taekwon_Mission,1057,Yoyo,1
MOBG_Taekwon_Mission,1058,Metaller,1
MOBG_Taekwon_Mission,1060,Bigfoot,1
MOBG_Taekwon_Mission,1061,Nightmare,1
MOBG_Taekwon_Mission,1062,Santa Poring,1
