3901,Crystal01, Crystal, Crystal,01,20,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3902,Crystal01_,Crystal, Crystal,01,20,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,Crystal05, Crystal, Crystal,05,25,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904,Crystal05_,Crystal, Crystal,05,25,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,Crystal10_,Crystal, Crystal,10,30,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,Crystal10, Crystal, Crystal,10,30,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,Crystal25, Crystal, Crystal,25,35,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,Crystal25_,Crystal, Crystal,25,35,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,Crystal50_,Crystal, Crystal,50,40,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,Crystal50, Crystal, Crystal,50,40,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,Crystal70, Crystal, Crystal,70,45,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,Crystal70_,Crystal, Crystal,70,45,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,Crystal99_,Crystal, Crystal,99,50,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,48,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,Crystal99, Crystal, Crystal,99,50,1,0,0,0,0,0,50,99,0,55,55,99,0,55,0,0,1,0,40,0x170000,800,999,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
