// Old Card Album Obtainable Items Database
//
// Structure of Database:
// GroupID,ItemID,Rate

IG_CardAlbum,4001,20	// Poring Card
IG_CardAlbum,4002,20	// Fabre Card
IG_CardAlbum,4003,12	// Pupa Card
IG_CardAlbum,4004,22	// Drops Card
IG_CardAlbum,4005,2		// Santa Poring Card
IG_CardAlbum,4006,14	// Lunatic Card
IG_CardAlbum,4007,8		// Pecopeco Egg Card
IG_CardAlbum,4008,20	// Picky Card
IG_CardAlbum,4009,20	// Chonchon Card
IG_CardAlbum,4010,20	// Willow Card
IG_CardAlbum,4011,20	// Picky Egg Card
IG_CardAlbum,4012,16	// Thief Bug Egg Card
IG_CardAlbum,4013,14	// Andre Egg Card
IG_CardAlbum,4014,10	// Roda Frog Card
IG_CardAlbum,4015,14	// Condor Card
IG_CardAlbum,4016,14	// Thief Bug Card
IG_CardAlbum,4017,10	// Savage Bebe Card
IG_CardAlbum,4019,10	// Hornet Card
IG_CardAlbum,4020,10	// Familiar Card
IG_CardAlbum,4021,10	// Rocker Card
IG_CardAlbum,4022,10	// Spore Card
IG_CardAlbum,4023,10	// Baby Desert Wolf Card
IG_CardAlbum,4024,10	// Plankton Card
IG_CardAlbum,4025,10	// Skeleton Card
IG_CardAlbum,4026,6		// Female Thief Bug Card
IG_CardAlbum,4027,6		// Kukre Card
IG_CardAlbum,4028,6		// Tarou Card
IG_CardAlbum,4029,6		// Wolf Card
IG_CardAlbum,4030,6		// Mandragora Card
IG_CardAlbum,4031,6		// Pecopeco Card
IG_CardAlbum,4032,6		// Ambernite Card
IG_CardAlbum,4033,6		// Poporing Card
IG_CardAlbum,4034,6		// Wormtail Card
IG_CardAlbum,4035,6		// Hydra Card
IG_CardAlbum,4036,6		// Muka Card
IG_CardAlbum,4037,6		// Boa Card
IG_CardAlbum,4038,6		// Zombie Card
IG_CardAlbum,4039,6		// Stainer Card
IG_CardAlbum,4040,6		// Creamy Card
IG_CardAlbum,4041,6		// Coco Card
IG_CardAlbum,4042,6		// Steel Chonchon Card
IG_CardAlbum,4043,6		// Andre Card
IG_CardAlbum,4044,6		// Smokie Card
IG_CardAlbum,4045,6		// Horn Card
IG_CardAlbum,4046,6		// Martin Card
IG_CardAlbum,4047,2		// Ghostring Card
IG_CardAlbum,4048,6		// Poison Spore Card
IG_CardAlbum,4049,6		// Vadon Card
IG_CardAlbum,4050,6		// Male Thief Bug Card
IG_CardAlbum,4051,6		// Yoyo Card
IG_CardAlbum,4052,6		// Elder Willow Card
IG_CardAlbum,4053,2		// Vitata Card
IG_CardAlbum,4054,2		// Angeling Card
IG_CardAlbum,4055,6		// Marina Card
IG_CardAlbum,4056,6		// Dustiness Card
IG_CardAlbum,4057,4		// Metaller Card
IG_CardAlbum,4058,4		// Thara Frog Card
IG_CardAlbum,4060,4		// Goblin Card
IG_CardAlbum,4061,4		// Cornutus Card
IG_CardAlbum,4062,4		// Anacondaq Card
IG_CardAlbum,4063,4		// Caramel Card
IG_CardAlbum,4064,4		// Zerom Card
IG_CardAlbum,4065,4		// Kaho Card
IG_CardAlbum,4066,4		// Orc Warrior Card
IG_CardAlbum,4067,4		// Megalodon Card
IG_CardAlbum,4068,4		// Scorpion Card
IG_CardAlbum,4069,4		// Drainliar Card
IG_CardAlbum,4070,4		// Eggyra Card
